1 0.0945294 23
1 0.0366205 23
1 0.0594779 24
1 0.101179 23
1 0.031224 23
1 0.0597061 23
1 0.0523399 22
1 0.125282 23
1 0.0599736 23
1 0.104224 23
1 0.058011 20
1 0.067855 21
1 0.0782617 22
1 0.0413454 21
1 0.0810269 21
1 0.0746772 22
1 0.271427 20
1 0.0575716 19
1 0.0910373 16
1 0.107641 17
1 0.0744616 17
1 0.0676478 22
1 0.0782223 19
1 0.0908736 16
1 0.0383566 20
1 0.0485851 17
1 0.0345634 20
1 0.0713286 16
1 0.0556658 18
1 0.076656 17
1 0.10398 21
1 0.0603628 18
1 0.0694038 14
1 0.779766 13
1 0.18329 14
1 0.16016 13
1 0.0675324 18
1 0.0570679 14
1 0.0798029 13
1 0.0840709 22
1 0.0475607 22
1 0.0717117 18
1 0.0772895 17
1 0.0489629 16
1 0.040185 19
1 0.0310778 21
1 0.0435885 21
1 0.0917902 16
1 0.0713514 15
1 0.0645473 17
1 0.081991 18
1 0.0507515 19
1 0.0678745 17
1 0.0401418 19
1 0.0669624 17
1 0.0715751 18
1 0.0848781 18
1 0.0630732 21
1 0.0398719 19
1 0.106143 21
1 0.140958 17
1 0.0703619 12
1 0.0445701 19
1 0.0860961 18
1 0.0404325 20
1 0.0839947 17
1 0.146161 14
1 0.0770575 22
1 0.0848323 20
1 0.0841744 19
1 0.0682999 16
1 0.0545023 19
1 0.0724359 21
1 0.0598267 19
1 0.0426975 18
1 0.16208 18
1 0.062798 21
1 0.127824 17
1 0.107079 11
1 0.179853 11
1 0.611838 15
1 0.103309 14
1 0.0524147 19
1 0.0929088 15
1 0.0624108 16
1 0.085557 10
1 0.0785749 18
1 0.041833 15
1 0.0800507 15
