sub,ses,task,acq,space,den,meanFD,relMeansRMSMotion,relMaxRMSMotion,meanDVInit,meanDVFinal,nVolCensored,nVolsRemoved,motionDVCorrInit,motionDVCorrFinal
107055,11231,fracback,singleband,fsLR,91k,0.2683093784112552,0.1632209139130435,3.39251,154.1614116997192,44.5875376422694,0.0,0,0.9239428392446146,0.0211838095898198
108202,10740,fracback,singleband,fsLR,91k,0.0645580774076524,0.0364755009130434,0.191831,132.48582768647867,40.65068083565817,0.0,0,0.6092661227846745,0.145401573408321
109521,10682,fracback,singleband,fsLR,91k,0.2485855102943724,0.1398653886956521,5.6023,133.6151269101846,37.21199216781184,0.0,0,0.8187555506249835,0.0992426742804446
109646,10608,fracback,singlebandVARIANTObliquity,fsLR,91k,0.0615712269887445,0.0355745219999999,0.289673,134.04342227727375,45.6089176754965,0.0,0,0.7649829743909142,-0.0033737191685821
109735,10671,fracback,singleband,fsLR,91k,0.1210695383636363,0.0690273247826086,2.1501900000000003,117.59533219567014,36.53864110750586,0.0,0,0.9286749338611004,-0.0052506515916388
110168,10095,fracback,singleband,fsLR,91k,0.4555965024849472,0.2679951480349344,5.20367,214.26195700756875,66.7480421185182,1.0,0,0.9591206957158932,0.4796314048379372
110354,10910,fracback,singleband,fsLR,91k,0.2023893582792209,0.1135817904782608,1.3414,146.68982086362456,39.786066171490496,0.0,0,0.8453640322574825,0.1392154474783673
112028,11225,fracback,singleband,fsLR,91k,0.1205854733112551,0.0730813330434782,0.505786,105.63159570473272,32.245222297361096,0.0,0,0.360919964892658,-0.0264682498331684
112061,10056,fracback,singleband,fsLR,91k,0.0640823279762761,0.0344141794347825,0.262013,137.52405396679185,43.72287371338222,0.0,0,0.4844912886101996,0.0840903205994025
112126,9968,fracback,singleband,fsLR,91k,0.2675290845240631,0.1391772834782608,2.43846,128.17049387694763,39.87830147863899,0.0,0,0.8466262037844001,0.123010594729272
112249,10594,fracback,singleband,fsLR,91k,0.1514081045454543,0.0896959646086956,0.699751,203.50664111508772,65.77784535419558,0.0,0,0.8970301694498287,0.0003563935193214
112332,10640,fracback,singleband,fsLR,91k,0.0780009827359305,0.0434373989565217,0.6055659999999999,113.54752347650498,40.8928040613407,0.0,0,0.8697136331030255,0.1610978118004151
112694,10632,fracback,singleband,fsLR,91k,0.1628118700514287,0.098907185347826,3.46654,122.85570516828176,42.06528664980435,0.0,0,0.9472675851845012,-0.2459091372677164
113111,9958,fracback,singleband,fsLR,91k,0.0815243973567099,0.0448454832608695,0.239493,121.5411245455675,42.21455202016232,0.0,0,0.5240940328697028,0.0019321997635372
114709,10275,fracback,singleband,fsLR,91k,0.0810898189740261,0.0446966822173913,0.6799229999999999,90.20297549587325,33.38030629345627,0.0,0,0.7670411031705435,-0.1980716572242281
114713,10107,fracback,singleband,fsLR,91k,0.0836996665064933,0.0469138889565217,0.410134,111.53100242928448,40.02400411722324,0.0,0,0.8222123039848054,0.2328706828229183
114723,11256,fracback,singlebandVARIANTNumVolumes,fsLR,91k,0.0523507670142098,0.028303995614035,0.143998,109.52910463013038,37.112304873395885,0.0,0,0.5764013213050556,-0.0881076403177372
