sub,ses,task,acq,space,res,desc,meanFD,relMeansRMSMotion,relMaxRMSMotion,meanDVInit,meanDVFinal,nVolCensored,nVolsRemoved,motionDVCorrInit,motionDVCorrFinal,coregDice,coregJaccard,coregCrossCorr,coregCoverag,normDice,normJaccard,normCrossCorr,normCoverage
86722,10885,rest,singleband,MNI152NLin6Asym,2,preproc,0.2713882139516129,0.1733525434959349,3.5256199999999995,218.57895083404995,58.056853404210464,0.0,0,0.8382532521561709,-0.1033499151025717,0.856632642195655,0.7492190819936312,0.8255528326883181,0.9931325213065584,0.8571475737593661,0.7500072223488362,0.8235223826062844,0.9907225237449118
86924,10035,rest,singleband,MNI152NLin6Asym,2,preproc,0.1638763638035823,0.0911887991869918,0.685597,150.163170115111,48.02092911691207,0.0,0,0.8018834191213543,0.0921047461612917,0.8857541574376767,0.7949360218394835,0.8663434811827082,0.9960371518823528,0.8812888786740465,0.7877716256449636,0.8526043465103225,0.9917825644504747
86972,10876,rest,singleband,MNI152NLin6Asym,2,preproc,0.1005680953524616,0.0526806105691056,0.188304,132.52646300754742,36.75718930853653,0.0,0,0.5683105897889854,-0.1631311295357886,0.8309202314144731,0.7107472507370528,0.8074552867311325,0.994868956381146,0.834544780369413,0.7160676500586077,0.797640555011179,0.9972693351424696
87135,9969,rest,singleband,MNI152NLin6Asym,2,preproc,0.0480288099295307,0.0300901034959349,0.422132,140.74598157250813,50.85450743152702,0.0,0,0.5726009028383997,-0.3015156561868085,0.8768964998686973,0.7807797765443514,0.8445814278486933,0.984948724484794,0.8754332812705821,0.7784627329712218,0.8449166122915368,0.986291553595658
87346,10597,rest,singleband,MNI152NLin6Asym,2,preproc,0.5819258376129033,0.318509047804878,3.5367,290.4447567084405,69.93328902813593,0.0,0,0.874674784825526,0.1049224509562886,0.8512097104716381,0.7409617910516147,0.821341784161849,0.9915374666687956,0.8539286104933095,0.7450919884326495,0.8200062842580532,0.993075814111262
87445,11153,rest,singleband,MNI152NLin6Asym,2,preproc,0.0964717715293543,0.0583001447154471,0.220945,150.49717488558483,39.34482076330819,0.0,0,0.5373091205744857,-0.0221513077119375,0.8591793628446317,0.7531239660837412,0.8266790184495831,0.9919280892940012,0.8578090635596649,0.7510207235867647,0.8240795435813465,0.988975576662144
87457,10081,rest,singleband,MNI152NLin6Asym,2,preproc,0.1619400713225812,0.0879335699186991,0.242403,174.75297426977795,49.26025108239308,0.0,0,0.6275188858347378,0.021293573731448,0.8235660152830699,0.7000528937297181,0.7895985317542188,0.985798092645529,0.8288737572328251,0.7077578206038107,0.7896921621335089,0.989450474898236
87538,9942,rest,singleband,MNI152NLin6Asym,2,preproc,0.0422201663450562,0.0230028503252032,0.0692186,152.4037337455863,41.034261645011405,0.0,0,0.1922348018103497,-0.1840491992913391,0.8686453232185384,0.7677922238229545,0.8328939564035176,0.9860079878352987,0.8668851531545615,0.7650461518247216,0.8347762167408681,0.9875466417910448
87563,10329,rest,singleband,MNI152NLin6Asym,2,preproc,0.1400684436290316,0.0731142048780487,0.280381,159.92310190422882,44.13900139668656,0.0,0,0.407640124598298,-0.0709776554025929,0.861938428670153,0.7573741618065192,0.8338189717455116,0.9931898989333408,0.8607496330101618,0.7555403605306361,0.8281658679908399,0.9932581411126188
87601,10595,rest,singleband,MNI152NLin6Asym,2,preproc,0.1141860377903233,0.0604533658536585,0.481202,134.81888996462635,39.91646731779884,0.0,0,0.6403843616134001,-0.2002179717811503,0.8462496921782904,0.7334773273222496,0.8237967486528239,0.9968790805720128,0.848672071063607,0.7371245409182575,0.814258017097491,0.9965527476255088
87646,10496,rest,singleband,MNI152NLin6Asym,2,preproc,0.0972970649677419,0.0536260560975609,0.241863,145.92854415207026,44.96702806139943,0.0,0,0.7864383255707467,-0.1173534760860442,0.8452273976075622,0.7319427182948701,0.8143617465764177,0.9947708517973932,0.8396117534892723,0.7235610633027126,0.8030141445956701,0.9932581411126188
87804,10026,rest,singleband,MNI152NLin6Asym,2,preproc,0.1892688903306452,0.1069928227642276,0.5406350000000001,169.0810824425796,47.83577286013856,0.0,0,0.8500989062177214,-0.1482775810711995,0.8783168625422194,0.7830347387880552,0.8554161370820577,0.9913790863527272,0.8788099417350063,0.7838188853502116,0.8494513056815193,0.9903324287652646
87990,9995,rest,singleband,MNI152NLin6Asym,2,preproc,0.0551503299895162,0.0312436853658536,0.327742,177.17791122518742,51.24209625966896,0.0,0,0.654627857713934,-0.460431856967419,0.8719741789649851,0.773009059460101,0.8309201268838289,0.985095875718589,0.8637052999049103,0.7601067749701128,0.830522634850702,0.9840230664857532
88209,10057,rest,singleband,MNI152NLin6Asym,2,preproc,0.1506984289838712,0.0904616398373983,1.11216,130.19847349950552,34.67902147299127,0.0,0,0.7559294147205508,-0.0573149385944748,0.8357289880725288,0.7178131032301189,0.8144936814279213,0.998769662095636,0.835754384345251,0.7178505747476996,0.7991884200705884,0.9980113636363636
88402,10679,rest,singleband,MNI152NLin6Asym,2,preproc,0.0821163934378223,0.0467686593495934,0.203758,133.46695810069406,38.41120351087499,0.0,0,0.2309119829958428,-0.2234235096629772,0.8489026986899951,0.73747258179122,0.8249944648087426,0.9893815356991926,0.8518012569235387,0.741858726165506,0.8174330524450905,0.9927959633649932
88589,10975,rest,singleband,MNI152NLin6Asym,2,preproc,0.0716832776290323,0.0398153695934959,0.260818,150.14675056703257,44.277666490875134,0.0,0,0.7164753649361962,-0.4402447780148695,0.9002246646776628,0.8185532406160143,0.8742955613882227,0.9905752862936812,0.8936097632024776,0.8076804489788848,0.8671484092270401,0.9885558005427408
88608,10165,rest,singleband,MNI152NLin6Asym,2,preproc,0.070393452879838,0.0389473642276422,0.41329,162.45198948674647,51.8445484578642,0.0,0,0.5448575780697924,-0.1379438148123593,0.8517902785882205,0.7418420717958242,0.8236072468841921,0.9860666234218376,0.8523779930006729,0.7427340952003655,0.8171522809589201,0.9857445725915877
88760,11150,rest,singleband,MNI152NLin6Asym,2,preproc,0.0937043507543542,0.0553195073170731,0.251133,136.72635505948173,37.43212036879519,0.0,0,0.4873289305363303,-0.214775947396596,0.8531238579370808,0.7438674732587447,0.8240006046388839,0.99332699702681,0.8529740803161504,0.743639760600399,0.8192481099247956,0.9957343962008142
