sub,ses,task,acq,space,den,meanFD,relMeansRMSMotion,relMaxRMSMotion,meanDVInit,meanDVFinal,nVolCensored,nVolsRemoved,motionDVCorrInit,motionDVCorrFinal
82790,10059,face,singleband,fsLR,91k,0.0702072513290099,0.0385491994350282,0.125154,77.07001801450612,14.510637738766787,0.0,0,0.5125936053824279,-0.078163942337458
86444,10076,face,singleband,fsLR,91k,0.0628631427430331,0.0382850050847457,0.208191,94.44107920926552,16.38925665165359,0.0,0,0.6927009013540602,-0.0337909411699558
87135,9969,face,singleband,fsLR,91k,0.0973581273231465,0.0603921519774011,0.253598,90.18119566763067,17.09329415739876,0.0,0,0.5409733916097206,0.1201676054260497
130211,10106,face,singleband,fsLR,91k,0.0782814389804386,0.0435377601129943,0.187003,102.81486031508982,22.36166839674444,0.0,0,0.7265437752966646,0.1309577391915534
87990,9995,face,singleband,fsLR,91k,0.2468731058154266,0.1449955084745762,1.25669,144.40119310703278,25.621065117098905,0.0,0,0.8921315721303644,0.11589899285882
93169,10113,face,singleband,fsLR,91k,0.0956034978050281,0.0578368471751412,1.2102700000000002,100.9716032678386,16.29901543943726,0.0,0,0.9471831800899148,0.0557805122445366
88209,10057,face,singleband,fsLR,91k,0.1305144543651683,0.0800535214689265,0.6612359999999999,105.81266095767906,14.753287312873091,0.0,0,0.7643691560966471,-0.0239935327618798
85853,10103,face,singleband,fsLR,91k,0.0639103671779476,0.035243243898305,0.0817362999999999,102.2581677058642,17.284519467590023,0.0,0,0.3659319931585936,0.050159211679284
83999,10099,face,singleband,fsLR,91k,0.1423336681255056,0.0799075723163841,0.584738,126.77954926395483,19.001907259726444,0.0,0,0.8116846720288097,0.0807729330084712
87538,9942,face,singleband,fsLR,91k,0.1016841292075283,0.0565199150847457,0.425465,90.3420591116216,19.11594595677869,0.0,0,0.6455845500585605,-0.0846062904702255
86350,9955,face,singleband,fsLR,91k,0.1327613211115161,0.0850835299435028,0.512534,82.75099591826503,18.038304944452427,0.0,0,0.6869655073101734,0.0041263729862768
110168,10095,face,singleband,fsLR,91k,0.3797255583661296,0.219805102259887,2.81922,174.85456016447145,26.243569594170133,0.0,0,0.913249605344172,-0.0516432401228924
98831,10084,face,singleband,fsLR,91k,0.1151128161196626,0.068641129378531,0.354181,97.2394384564202,15.88064040354912,0.0,0,0.6625569258544912,0.0748894312915454
86287,10083,face,singleband,fsLR,91k,0.1840323271404495,0.1035568934463277,1.13644,136.73961489740785,25.129676377814995,0.0,0,0.9557518741570902,-0.043721746015922
119302,10122,face,singleband,fsLR,91k,0.185519877882022,0.1184867926553672,0.614891,94.6616576616072,16.799719365928617,0.0,0,0.7667646157630248,-0.0038320667896933
114990,10096,face,singleband,fsLR,91k,0.1316322820142741,0.0773676209039548,0.933327,110.8678446823145,16.516312290136824,0.0,0,0.9195478865347936,-0.1410450377000449
82051,9947,face,singleband,fsLR,91k,0.4157756565438203,0.238579195480226,5.94121,162.22449618407697,26.73396920160337,0.0,0,0.8542853337471535,0.206700747724944
117226,10074,face,singleband,fsLR,91k,0.1210995586292134,0.0724967597740113,0.632591,122.39876701210518,24.09515339143837,0.0,0,0.8627475282354659,-0.091355601514354
98394,10025,face,singleband,fsLR,91k,0.1562340372404493,0.0892335881355932,0.547561,97.27522766905447,20.62064813882226,0.0,0,0.7789857477782794,0.1054871534182481
130896,9956,face,singleband,fsLR,91k,0.0778980574330096,0.043660469039548,0.141747,75.16985128728878,15.00487577006959,0.0,0,0.4206623959557856,-0.0210309465371924
116019,10078,face,singleband,fsLR,91k,0.3167470744294645,0.1901746881355932,2.40889,138.63654102821994,21.968523040709773,0.0,0,0.7979717185161592,0.0432713322805273
121085,10015,face,singleband,fsLR,91k,0.0922611442522468,0.053698840677966,0.241745,121.14605098633348,19.121062503031144,0.0,0,0.4544930617600019,0.2444946244182574
113111,9958,face,singleband,fsLR,91k,0.1560102821876403,0.0885528525423728,0.36017,120.21405997187844,18.4234859196474,0.0,0,0.6449843044186896,0.2287751126801243
129926,10111,face,singleband,fsLR,91k,0.3039039633224718,0.1743119559322034,1.90641,136.42387099609908,19.846474612435756,0.0,0,0.9067882198906976,0.1639079442320534
114713,10107,face,singleband,fsLR,91k,0.0698324062471102,0.041773014858757,0.293025,92.24322740026784,16.821327577379762,0.0,0,0.5619023502074006,-0.1282935500958491
93734,10092,face,singleband,fsLR,91k,0.1033463635478423,0.0584912632768361,0.20129,106.15257991069092,22.422776116402677,0.0,0,0.3949044759705714,0.0382527737658172
112126,9968,face,singleband,fsLR,91k,0.2422951205354492,0.1269553858757061,3.59882,110.06594450199484,18.26660519764387,0.0,0,0.9209767615230874,-0.0197825982303256
122916,10114,face,singleband,fsLR,91k,0.0955597142094943,0.0560167266101694,0.33847,107.48921114668164,18.99336626308915,0.0,0,0.7691367505890877,0.1095934737399454
119791,10082,face,singleband,fsLR,91k,0.2489090286741576,0.1476804192090395,1.6559099999999998,158.38532748528593,27.19567763164073,0.0,0,0.9292651028155714,0.2412184196819114
139272,10109,face,singleband,fsLR,91k,0.2323770517864306,0.1374753129943502,0.8943609999999999,136.23540630738864,25.62682376502738,0.0,0,0.9083511804044488,0.3643120807902579
118393,10094,face,singleband,fsLR,91k,0.2026875117175675,0.1187378926553672,0.7848350000000001,136.09229283194747,18.7970937523525,0.0,0,0.8417071335528884,-0.034068990041285
84103,9970,face,singleband,fsLR,91k,0.0745684914658778,0.0455595614124293,0.466163,98.97542313918431,16.77483834215613,0.0,0,0.8327060116362559,-0.3371021932982879
99964,10105,face,singleband,fsLR,91k,0.1098403446809305,0.0650933180225988,0.6205609999999999,97.30809374868412,16.532944356400606,0.0,0,0.8912118301923201,0.1883537956810127
84973,10075,face,singleband,fsLR,91k,0.3351118450022472,0.2058255457627118,1.09599,166.53101082309473,21.63039182283789,0.0,0,0.881369639743352,0.1838231378922836
126903,10112,face,singleband,fsLR,91k,0.0739937017078651,0.043215693559322,0.347439,98.6902362775815,18.563456720241646,0.0,0,0.794254609660072,0.0132725303250693
87457,10081,face,singleband,fsLR,91k,0.1130216304151104,0.0695551220338982,0.452639,112.61781371288126,16.481700307018155,0.0,0,0.6628316127683004,0.0660536796859496
116210,10102,face,singleband,fsLR,91k,0.0885441158864914,0.050135921299435,0.410111,111.3714946509521,18.851472138914573,0.0,0,0.8244343109012827,0.2475823364946271
103679,10110,face,singleband,fsLR,91k,0.2044162453914677,0.112069329378531,0.344184,120.90848938116058,18.24796535612673,0.0,0,0.6594833804958863,0.1031825417767304
86924,10035,face,singleband,fsLR,91k,0.2323003051941572,0.1426806485875706,1.07693,109.9595025065412,23.745597441945545,0.0,0,0.8561772231604338,0.198191513053134
125554,10058,face,singleband,fsLR,91k,0.1420049472528087,0.0837356621468926,1.53853,96.422864230536,16.9652105022057,0.0,0,0.9260503449942764,0.1089714868185651
116051,10098,face,singleband,fsLR,91k,0.0865746682528084,0.0497560096045197,0.159492,89.61194025666083,16.87915997958013,0.0,0,0.5594113153538383,-0.0175452118670133
116360,10097,face,singleband,fsLR,91k,0.1788665414229887,0.107001447457627,0.617644,117.69216246087856,17.07348868983122,0.0,0,0.7376510925210498,0.1481292212872317
82492,10046,face,singleband,fsLR,91k,0.0908325693056179,0.0561826423728813,0.126359,87.32985587762987,18.55764543170429,0.0,0,0.2659668297805341,0.1896305526203426
83010,10101,face,singleband,fsLR,91k,0.2944396508024718,0.1679574497175141,2.92505,173.14279748781723,27.38114068472517,0.0,0,0.9710342527830716,0.2097552850469673
85173,10069,face,singleband,fsLR,91k,0.1190191052393107,0.0706861306779661,1.11637,109.7075649199361,18.23971110627823,0.0,0,0.9426405074885812,-0.3827378768094787
87804,10026,face,singleband,fsLR,91k,0.1861182415457715,0.1089596768361581,0.680342,123.99764389751536,22.07029624075575,0.0,0,0.853111433751323,0.1277483863559394
82063,9980,face,singleband,fsLR,91k,0.0729309957243818,0.0380705544632768,0.485221,99.8696730570682,17.447953726288603,0.0,0,0.8358615957599491,-0.3373412900349545
105979,10067,face,singleband,fsLR,91k,0.0799093849056181,0.0437007050847457,0.255911,100.06338640079944,16.110314071990334,0.0,0,0.8047006462766433,0.1788724070984141
