,sub,ses,FD,relRMS,coregDC,coregJC,coregCC,coregCOV,normDC,normJC,normCC,normCOV,cbfQEI,scoreQEI,scrubQEI,basilQEI,pvcQEI,GMmeanCBF,WMmeanCBF,Gm_Wm_CBF_ratio,NEG_CBF_PERC,NEG_SCORE_PERC,NEG_SCRUB_PERC,NEG_BASIL_PERC,NEG_PVC_PERC
11,20649,11287,0.267269966,0.00304457,0.981817423,0.96428425,0.977995589,1,0.942664543,0.891547273,0.927737641,0.968163371,0.295790667,0,0,0,0,619.6207149,418.3496083,1.481107434,0.055047892,0,0,0,0
12,95460,10586,0.126645354,0.000779861,0.965076661,0.932510288,0.95695491,1,0.93727147,0.881948158,0.921771137,0.975278251,0.402842773,0,0,0,0,498.6591945,349.3818483,1.42726131,0.043909722,0,0,0,0
13,88589,10975,0.150501947,0.000488207,0.981371904,0.963425129,0.97620922,1,0.943712668,0.893424204,0.928900969,0.966307212,0.285644521,0,0,0,0,576.6271369,349.1626328,1.65145718,0.15080429,0,0,0,0
14,112332,10640,0.154647089,0.000829386,0.985516255,0.971446078,0.982403743,1,0.957285905,0.918071319,0.946045949,0.978026499,0.552090882,0,0,0,0,232.5898606,175.4051125,1.326015287,0.450944546,0,0,0,0
15,92211,10435,0.105635445,0.000920629,0.997927615,0.995863801,0.997392813,1,0.976910851,0.954863858,0.970481715,0.987792571,1.62E-06,0,0,0,0,674.0664412,471.8737486,1.428488962,0.047308165,0,0,0,0
16,96659,10362,0.14817842,0.001158421,0.997291467,0.994597567,0.996464753,1,0.974343839,0.949971224,0.967166885,0.979859227,6.29E-12,0,0,0,0,854.02016,515.3614359,1.657128571,0.031060724,0,0,0,0
17,104235,10585,0.172769455,0.006381952,0.977237904,0.955488972,0.971713088,1,0.950524424,0.905713716,0.937785157,0.977360181,0.465735901,0,0,0,0,397.2905921,279.1117716,1.423410377,0.027990297,0,0,0,0
18,20362,11149,0.168453221,0.001371869,0.971921482,0.945376706,0.965749816,1,0.93184816,0.872392974,0.915315762,0.974634729,5.17E-10,0,0,0,0,667.8546925,488.4453939,1.367306767,0.049815682,0,0,0,0
19,86486,11196,0.130523831,0.000335786,0.987949995,0.976186938,0.984995376,1,0.94863429,0.902287644,0.935460346,0.97667463,0.391599197,0,0,0,0,546.9041594,389.2627139,1.40497443,0.299113343,0,0,0,0
20,84103,9970,0.121675389,0.001568393,0.99820555,0.996417528,0.997753969,1,0.979026347,0.958914408,0.973163639,0.984285957,0.785151194,0,0,0,0,39.39251959,25.7448116,1.530114891,0.386907874,0,0,0,0
21,88773,10758,0.334919151,0.001897571,0.988490054,0.977242052,0.985694191,1,0.953873753,0.911815143,0.941625815,0.972829274,0,0,0,0,0,-637.1396698,-429.1722992,1.484577805,98.01100705,0,0,0,0
22,112028,11225,0.16073789,0.000801631,0.991832306,0.983796954,0.990011674,1,0.969118525,0.940087244,0.960498146,0.970437585,0.443516013,0,0,0,0,689.7555374,527.8391342,1.306753313,0.068426197,0,0,0,0
23,84973,10075,0.289000906,0.002588399,0.998991046,0.997984125,0.998768101,1,0.972073868,0.945665099,0.964350277,0.976407023,0.820951934,0,0,0,0,47.9561876,37.49352655,1.279052466,0.089988751,0,0,0,0
24,129886,10787,0.106069087,0.000691521,0.984282602,0.969051632,0.980637026,1,0.95819475,0.919744597,0.94692943,0.972543693,0.000526184,0,0,0,0,621.6350004,407.4462883,1.525685761,0.028066236,0,0,0,0
25,87445,11153,0.268896522,0.001710386,0.997745482,0.995501107,0.997113898,1,0.958135068,0.919634628,0.946884623,0.973294664,0.003246146,0,0,0,0,756.3933518,575.7703788,1.313706609,0,0,0,0,0
26,118864,10127,0.165381391,0.001746697,0.986770989,0.973887421,0.98313213,1,0.96863373,0.939175305,0.959980769,0.974185884,0.814392958,0,0,0,0,73.6896533,54.24045772,1.358573589,0.01699813,0,0,0,0
27,88209,10057,0.217108447,0.001219887,0.999693547,0.999387282,0.999628939,1,0.978255543,0.957436604,0.972219365,0.990328189,0.825572456,0,0,0,0,66.22559484,49.31756506,1.342839914,0.086848635,0,0,0,0
28,116360,10097,0.258318891,0.00147077,0.991890446,0.983911364,0.990179363,1,0.968529068,0.938978538,0.959753661,0.968906886,0.511296595,0,0,0,0,451.731337,301.1422516,1.500059638,0.074468085,0,0,0,0
29,99964,10105,0.157128332,0.001584009,0.981253824,0.963197554,0.976672381,1,0.96214716,0.927055477,0.951965329,0.9766029,0.8081342,0,0,0,0,42.13271063,30.54765246,1.379245449,0.106105913,0,0,0,0
30,93278,10148,0.07631292,0.000904991,0.999148103,0.998297657,0.998921602,1,0.973642011,0.948637826,0.966353833,0.978030488,0.818968379,0,0,0,0,39.95972251,30.63119933,1.304543191,0.107843137,0,0,0,0
31,20386,11188,0.210025677,0.001703846,0.979732514,0.96027025,0.974867862,1,0.935893255,0.879510688,0.920047449,0.97412259,0.387900421,0,0,0,0,452.0036637,322.3532936,1.402199614,0.041164969,0,0,0,0
32,109521,10682,0.149570311,0.000806855,0.986334497,0.97303745,0.98372376,1,0.96674037,0.935621931,0.957459366,0.967732361,9.46E-11,0,0,0,0,647.2869808,422.1631282,1.533262707,0.064998375,0,0,0,0
33,126176,10625,0.126759149,0.000964325,0.995107396,0.990262434,0.994095145,1,0.977260396,0.955531977,0.970902687,0.981377205,0.448662136,0,0,0,0,583.6872375,423.3368639,1.378777251,0.25651988,0,0,0,0
34,91962,10569,0.179333933,0.000844424,0.979677965,0.960165449,0.974894027,1,0.958020386,0.919423348,0.946560566,0.968145723,0.000703717,0,0,0,0,565.342811,335.8756419,1.683190862,0.046006625,0,0,0,0
35,83372,11230,0.101249516,0.000525578,0.951769739,0.907977737,0.940317088,1,0.904829079,0.826198962,0.884934998,0.979951151,0.266051733,0,0,0,0,471.83728,309.2763564,1.525617042,0.155620652,0,0,0,0
36,93292,10145,0.208299391,0.000883098,0.999381086,0.998762938,0.999240972,1,0.980056357,0.960892658,0.974497579,0.98880597,0.838693252,0,0,0,0,54.86879041,42.11308417,1.302891761,0.14110496,0,0,0,0
37,127236,10858,0.19340466,0.001299709,0.961987147,0.926758415,0.953440398,1,0.937570237,0.882477383,0.922179586,0.975975081,0.303069,0,0,0,0,547.7433783,341.0827263,1.605895978,0.116247876,0,0,0,0
38,20322,11139,0.147859244,0.000685711,0.992407053,0.984928544,0.990391964,1,0.952695586,0.909664442,0.940488642,0.978654338,0.351984031,0,0,0,0,819.5576636,579.3407258,1.414638445,0.077730276,0,0,0,0
39,132657,10616,0.146095044,0.001094246,0.990782224,0.98173283,0.988218101,1,0.965942546,0.934128508,0.956689741,0.977090825,0.003907942,0,0,0,0,617.6816916,409.6284164,1.50790733,0.343022206,0,0,0,0
40,121050,10890,0.318710642,0.001255219,0.982918707,0.966411155,0.979009592,1,0.965399664,0.933113619,0.956224725,0.983013752,0.01163154,0,0,0,0,768.7212148,569.3050044,1.350280094,0,0,0,0,0
41,20940,11401,0.31854631,0.001098568,0.985825775,0.972047752,0.982844228,1,0.961346623,0.925570208,0.950603978,0.963253699,0.00289209,0,0,0,0,205.3310034,165.0360743,1.24415831,33.96287155,0,0,0,0
42,20326,11192,0.11612936,0.000823222,0.978886295,0.958645732,0.973215598,1,0.9385797,0.884267713,0.92259904,0.964771929,0.231511583,0,0,0,0,690.610801,469.3469455,1.471429201,0.043148084,0,0,0,0
43,127305,10152,0.250445716,0.002411916,0.995926071,0.991885201,0.995128613,1,0.975481872,0.952137248,0.968661559,0.987652646,0.855076579,0,0,0,0,41.49791859,30.85738505,1.344829399,0.033749578,0,0,0,0
44,117397,10582,0.433069188,0.00275257,0.987761884,0.975819689,0.985035878,1,0.968731213,0.939358608,0.960183728,0.977686033,0.388365252,0,0,0,0,417.7460639,309.6769235,1.348973825,0.396729983,0,0,0,0
45,112126,9968,0.291500486,0.004084432,0.981406488,0.963491792,0.977706784,1,0.963354251,0.929299379,0.953272813,0.970254915,0.85298694,0,0,0,0,43.1621559,33.13475783,1.302624758,0.032289312,0,0,0,0
46,119302,10122,0.210160485,0.00320789,0.990261463,0.980710774,0.98788014,1,0.951086816,0.906735496,0.937956842,0.967257677,0.786575476,0,0,0,0,43.6886189,31.94437857,1.367646542,0.127102073,0,0,0,0
47,93787,10163,0.145575747,0.000806458,0.995048224,0.990145246,0.99366276,1,0.974000842,0.949319338,0.96673692,0.976361092,0.785222777,0,0,0,0,68.51325258,50.56639059,1.354916809,0.098223056,0,0,0,0
48,88770,10376,0.411141823,0.027600901,0.990947634,0.982057688,0.988751636,1,0.958423041,0.920165363,0.947174265,0.971528389,0.563256048,0,0,0,0,450.6362018,368.7020437,1.222223227,0.009320533,0,0,0,0
49,115800,11253,0.16530912,0.001648938,0.974912906,0.951053732,0.969680052,1,0.945672149,0.896943156,0.931672762,0.97317779,7.58E-08,0,0,0,0,500.953731,299.8663191,1.67059019,0.534461641,0,0,0,0
50,98394,10025,0.436182493,0.005954737,0.999602133,0.999204582,0.999507859,1,0.978650596,0.958193732,0.972683602,0.984667571,0.828203744,0,0,0,0,59.98178025,46.72195469,1.283802886,0.032545021,0,0,0,0
51,93517,10932,0.255239485,0.001065232,0.997651331,0.995313669,0.997092852,1,0.977390272,0.955780338,0.971071707,0.984396201,0.512676755,0,0,0,0,434.213878,321.0675173,1.352406751,0.177746178,0,0,0,0
52,121407,10619,0.138349958,0.000734773,0.955834439,0.915405062,0.946927647,1,0.937367575,0.882118363,0.922058659,0.977477353,0.274479844,0,0,0,0,674.2001397,467.1177719,1.443319394,0.081400081,0,0,0,0
53,94492,11251,0.154544302,0.00146281,0.975761553,0.952670304,0.970861768,1,0.951656356,0.90777138,0.939118211,0.976684296,0.315593966,0,0,0,0,323.1000214,205.8040662,1.569939931,0.313126253,0,0,0,0
54,106246,10593,0.208923212,0.005779522,0.996681632,0.993385214,0.995674397,1,0.961180693,0.925262638,0.950783314,0.976918226,0.409473521,0,0,0,0,560.7633476,387.5927658,1.446784865,0.208062419,0,0,0,0
55,85743,10974,0.179675833,0.003740588,0.984502145,0.969477327,0.980662839,1,0.949281747,0.903459842,0.936131803,0.974778502,0.153713734,0,0,0,0,601.7035474,413.7341777,1.454324007,0.018707324,0,0,0,0
56,90021,10830,0.39452329,0.004205692,0.964581107,0.931585384,0.957056324,1,0.910197952,0.83519567,0.890607499,0.977055989,0.317047575,0,0,0,0,541.4491498,368.4249389,1.46963219,0.164762742,0,0,0,0
57,20327,11170,0.225705407,0.002112936,0.990761497,0.981692132,0.988155557,1,0.933931758,0.876052509,0.917774945,0.974698484,0.503018442,0,0,0,0,396.635532,273.0249436,1.452744672,0.305018948,0,0,0,0
58,133220,10792,0.309969952,0.000499656,1,1,1,1,0.972519467,0.946508897,0.964881352,0.974328201,0.00098372,0,0,0,0,32.54018146,16.9377376,1.921164575,85.35068336,0,0,0,0
59,120562,10666,0.219235707,0.001494707,0.999952178,0.999904361,0.999937136,1,0.975271849,0.95173715,0.968356392,0.979638738,0.484039451,0,0,0,0,435.3547836,300.8310757,1.447173576,0.282673761,0,0,0,0
60,81725,10356,0.182037156,0.001277963,0.959428147,0.922020083,0.952018191,1,0.934659354,0.877333796,0.918462509,0.972555581,0.155121129,0,0,0,0,1076.33211,771.3696606,1.395351885,0,0,0,0,0
61,20247,11123,0.203277733,0.002074475,0.988222715,0.976719611,0.984712737,1,0.947873027,0.900911251,0.934302369,0.972627859,0.27479142,0,0,0,0,607.4690112,427.4108582,1.421276506,0.073827981,0,0,0,0
62,122916,10114,0.202477162,0.002244009,0.984682249,0.969826686,0.980652542,1,0.961603309,0.926046198,0.951169942,0.973070945,0.816532949,0,0,0,0,51.21581503,38.57427829,1.327719333,0.080436143,0,0,0,0
63,114935,10916,0.182248381,0.000506092,0.982649142,0.96589012,0.978605343,1,0.953574769,0.911268899,0.94132463,0.974193149,0.000248618,0,0,0,0,781.6523558,536.4355378,1.457122619,0.077376922,0,0,0,0
64,114713,10107,0.156475375,0.00144708,0.999848549,0.999697143,0.999804171,1,0.974206789,0.9497107,0.966991685,0.979240163,0.799442581,0,0,0,0,55.51282861,40.35568065,1.375588956,0.142342795,0,0,0,0
65,105309,10776,0.194733038,0.00311043,0.990797296,0.981762427,0.98873913,1,0.964674986,0.931760532,0.955092952,0.976423781,0.45325373,0,0,0,0,577.3640533,403.8928448,1.429498098,0.11369509,0,0,0,0
66,114990,10096,0.167312368,0.001428903,0.994805463,0.989664613,0.993347294,1,0.956181773,0.916042419,0.94443759,0.972307085,0.826338728,0,0,0,0,46.53893835,33.84848696,1.374919311,0.121254114,0,0,0,0
67,20589,11245,0.170512466,0.001467772,0.995561757,0.991162737,0.994489325,1,0.959211037,0.921619147,0.948301602,0.975572218,0.305774768,0,0,0,0,661.1745253,499.7594141,1.322985634,0.130561414,0,0,0,0
68,21056,11447,0.19022635,0.000905539,0.995095477,0.990238829,0.993964914,1,0.96641741,0.935017114,0.957118185,0.970306509,0.483379147,0,0,0,0,535.4558561,450.0757885,1.189701534,0.06684492,0,0,0,0
69,128061,10153,0.374849558,0.00379123,0.991992265,0.98411176,0.99026411,1,0.96796685,0.937922247,0.959156089,0.974748582,0.818689231,0,0,0,0,40.82221236,28.45217032,1.434766202,0.184361783,0,0,0,0
70,126921,11262,0.108221633,0.000745591,0.988335101,0.976939203,0.985432965,1,0.962104762,0.926976758,0.951786449,0.972858858,0.394612425,0,0,0,0,546.1187398,372.0212588,1.467977238,0.144704712,0,0,0,0
71,20151,10947,0.175416345,0.001590012,0.985860485,0.972115247,0.982238418,1,0.954369322,0.912721233,0.942225166,0.972650988,1.73E-19,0,0,0,0,798.4954118,444.7086765,1.795547184,0.081833061,0,0,0,0
72,97485,10402,0.260591911,0.000902754,0.973924147,0.949173634,0.968268041,1,0.948476399,0.902002007,0.935005322,0.972103023,0.000322554,0,0,0,0,663.4385345,442.5253791,1.499210138,0.120750511,0,0,0,0
73,98871,10717,0.249597319,0.003283111,0.988313081,0.976896174,0.98525047,1,0.957026713,0.917594655,0.94566776,0.976721394,0.490590039,0,0,0,0,429.1532968,306.7035383,1.399244688,0.169603317,0,0,0,0
74,102041,10603,0.141177183,0.000608944,0.96271121,0.928103358,0.954578029,1,0.93183024,0.872361563,0.915582585,0.977922641,0.388949446,0,0,0,0,447.597066,314.5814322,1.422833709,0.142747337,0,0,0,0
75,20197,10999,0.221390641,0.001058634,0.990033747,0.980264186,0.987721406,1,0.959642336,0.92241579,0.948775471,0.974073395,0.310661787,0,0,0,0,794.6358086,567.2149263,1.40094305,0.170068027,0,0,0,0
76,21016,11431,0.276195809,0.00443904,0.991305026,0.982759954,0.989247779,1,0.962137815,0.927038127,0.952096104,0.980240841,0.310651654,0,0,0,0,684.6293671,508.1413459,1.347320726,0.345442389,0,0,0,0
77,132179,10780,0.180236294,0.001268728,0.990812488,0.981792261,0.98878186,1,0.96745559,0.936962692,0.958372453,0.968618555,0.00025054,0,0,0,0,534.8390753,339.3797256,1.575931132,0.147477088,0,0,0,0
78,109646,10608,0.114911217,0.000680938,0.992176773,0.984475002,0.989773244,1,0.951761544,0.907962819,0.939215281,0.976126907,0.41800787,0,0,0,0,430.5147444,280.4416969,1.535131006,0.437539066,0,0,0,0
79,84354,10315,0.27840882,0.000877689,0.9828354,0.966250103,0.979221755,1,0.966145118,0.934507477,0.956680701,0.96900865,1.44E-06,0,0,0,0,491.4942782,324.5583607,1.514347919,0.136885332,0,0,0,0
80,127008,10573,0.128419211,0.00070831,0.993299565,0.986688323,0.991504581,1,0.9630431,0.928720471,0.953027225,0.975211606,0.487372049,0,0,0,0,487.1549641,339.9796912,1.432894307,0.077895101,0,0,0,0
81,87135,9969,0.094524585,0.000859376,0.991218098,0.982589096,0.988637112,1,0.957403268,0.918287233,0.945816302,0.968820817,0.782862471,0,0,0,0,54.99034025,39.14851547,1.404659656,0.032778825,0,0,0,0
82,121001,10494,0.138171357,0.001506086,0.980437709,0.961626099,0.975633696,1,0.961242741,0.925377641,0.95076051,0.974203887,0.410290072,0,0,0,0,502.0013837,345.7822988,1.451784505,0.114619152,0,0,0,0
83,128154,10572,0.5382376,0.001468238,0.999820656,0.999641377,0.99977822,1,0.976155495,0.953421628,0.96950986,0.976157564,4.73E-31,0,0,0,0,967.2345055,959.5153868,1.00804481,0.042712226,0,0,0,0
84,129405,10136,0.237465098,0.000624275,0.984614852,0.969695936,0.980463108,1,0.957402581,0.918285968,0.945817658,0.968886091,0.793806367,0,0,0,0,59.93092469,42.32347461,1.416020902,0.108081144,0,0,0,0
85,104059,10762,0.156772915,0.004249307,0.981034056,0.962774136,0.97699413,1,0.929572389,0.868412192,0.912936116,0.97782895,0.379805391,0,0,0,0,552.7351407,403.9045631,1.368479565,0.127773261,0,0,0,0
86,80557,10863,0.15980981,0.000997586,0.974466489,0.950204433,0.969596701,1,0.960692755,0.924358758,0.949899298,0.968456066,0.013075304,0,0,0,0,643.0784152,461.3648672,1.393860827,0.089435439,0,0,0,0
87,93406,10138,0.216374821,0.001691147,0.985186715,0.970805891,0.981580102,1,0.956781833,0.917144528,0.945084682,0.969905421,0.826086099,0,0,0,0,53.40698175,40.38782662,1.322353447,0.010311404,0,0,0,0
88,83010,10101,0.255052564,0.00468556,0.983429933,0.967400049,0.97912288,1,0.951520239,0.907523706,0.938949395,0.976618368,0.767589527,0,0,0,0,54.71182061,40.60295022,1.347483873,0.089955022,0,0,0,0
89,105176,10571,0.095581302,0.000472817,0.985032384,0.970506221,0.981224713,1,0.961399998,0.925669167,0.950810596,0.969499681,0.469661654,0,0,0,0,515.4219968,363.4824801,1.418010565,0.117265019,0,0,0,0
90,93051,10149,0.178772265,0.001351832,0.997908685,0.9958261,0.99736917,1,0.963967256,0.930440916,0.954073955,0.971626226,0.775622776,0,0,0,0,72.89558887,53.5306608,1.361753952,0.019036741,0,0,0,0
91,98314,10120,0.121403675,0.001855616,0.993193486,0.986479003,0.991889145,1,0.976787884,0.954628927,0.970321398,0.977117375,0.848203632,0,0,0,0,49.10740912,37.95797322,1.293731065,0.167044505,0,0,0,0
92,20017,10922,0.225213353,0.001228674,0.993264481,0.98661909,0.991750389,1,0.949096958,0.903125141,0.935526592,0.96749031,7.96E-05,0,0,0,0,561.8923229,458.3455371,1.225914245,0,0,0,0,0
93,122528,10697,0.200218115,0.002343081,0.959555106,0.922254616,0.951352687,1,0.918981023,0.850106283,0.900731967,0.978187823,0.376232902,0,0,0,0,419.5351562,310.0699739,1.353033803,0.137598899,0,0,0,0
94,98422,11250,0.123326384,0.000711481,0.992193147,0.984507244,0.990152895,1,0.962455371,0.927627924,0.952346946,0.976612833,0.539580756,0,0,0,0,336.0149279,224.7746948,1.494896604,0.093589144,0,0,0,0
95,125554,10058,0.167466175,0.00192431,0.99971223,0.999424626,0.999640873,1,0.974797744,0.950834568,0.967765905,0.985015265,0.766569156,0,0,0,0,54.83305882,39.42376146,1.390863195,0.30786454,0,0,0,0
96,95057,10778,0.264075995,0.002798043,0.973964758,0.949250784,0.96899617,1,0.948897163,0.902763393,0.935463956,0.971117098,1.07E-07,0,0,0,0,561.1085242,352.711572,1.590842401,0.176932434,0,0,0,0
97,20153,10963,0.175013366,0.001455222,0.982681206,0.965952081,0.978681156,1,0.960230748,0.923503697,0.949436159,0.972158367,2.05E-07,0,0,0,0,618.6378862,333.9994861,1.85221209,0.058921732,0,0,0,0
98,122522,10540,0.358576685,0.001272277,0.994527901,0.989115363,0.99301884,1,0.964916377,0.932211037,0.955353607,0.975112466,0.397094758,0,0,0,0,626.8100217,467.4507811,1.340911272,0.087370158,0,0,0,0
99,87538,9942,0.125975933,0.000761308,0.985507715,0.971429481,0.981206097,1,0.955602959,0.914980531,0.944022937,0.97866912,0.717673317,0,0,0,0,56.25139414,38.00625672,1.480056154,0.309278351,0,0,0,0
100,80688,10982,0.106646702,0.00098465,0.984938223,0.970323428,0.981473674,1,0.956080512,0.915856561,0.944406381,0.974482382,0.347164699,0,0,0,0,569.6787294,420.0467767,1.35622688,0.074089754,0,0,0,0
101,116051,10098,0.158811882,0.00397879,0.993446709,0.986978751,0.991944382,1,0.973631928,0.948618682,0.966257597,0.977679783,0.785651749,0,0,0,0,69.22411205,49.85338219,1.388553976,0.084379285,0,0,0,0
102,125535,10150,0.120125251,0.000320877,0.998146979,0.996300813,0.997722415,1,0.980258478,0.961281322,0.97474086,0.984608209,0.866997632,0,0,0,0,42.39436832,31.68451207,1.338015502,0.150537634,0,0,0,0
103,85173,10069,0.172813777,0.001202268,0.99868312,0.997369703,0.99828088,1,0.966467453,0.935110806,0.957299728,0.97553316,0.785692439,0,0,0,0,35.11704549,24.03755871,1.460923961,0.466766243,0,0,0,0
104,20313,11136,0.30388475,0.000998032,0.992951467,0.986001602,0.991444275,1,0.95475118,0.913420003,0.942857722,0.976156194,4.67E-07,0,0,0,0,694.0569151,547.3785088,1.267965227,0,0,0,0,0
105,93856,10352,0.158064599,0.000579557,0.989833974,0.979872564,0.987348887,1,0.963248539,0.929102658,0.953221034,0.973226922,0.353138226,0,0,0,0,609.1920788,455.3705214,1.33779428,0.037126415,0,0,0,0
106,110354,10910,0.343120973,0.002666901,0.987556827,0.975419513,0.984962426,1,0.965256736,0.932846601,0.955775525,0.975034284,0.296458123,0,0,0,0,844.1216803,652.8133391,1.293052133,0.067196775,0,0,0,0
107,98831,10084,0.148627417,0.002085197,0.997754389,0.99551884,0.997213079,1,0.96882767,0.939540018,0.960222991,0.974114208,0.773562133,0,0,0,0,52.5424066,35.93290879,1.462236384,0.031618887,0,0,0,0
108,87601,10595,0.106630581,0.00066066,0.988834837,0.977916243,0.986508361,1,0.97158244,0.944735367,0.963776024,0.97864167,0.356378603,0,0,0,0,472.222544,344.483715,1.370812388,0.246969017,0,0,0,0
109,112249,10594,0.154394171,0.00084041,0.982987641,0.96654444,0.978113434,1,0.939815722,0.886464497,0.924993272,0.977923346,0.126034863,0,0,0,0,408.4114274,326.4870563,1.250926858,0,0,0,0,0
